MSISDN;USAGE_EVENT_DATE_TIME;USAGE_EVENT_CITY_ID;USAGE_EVENT_TYPE_ID;USAGE_EVENT_TRACKING_QUANTITY;USAGE_EVENT_TRACKING_UNIT;USAGE_EVENT_BILLING_QUANTITY;USAGE_EVENT_BILLING_UNIT;USAGE_EVENT_REVENUE
+27711810165;15 07 2025 02:57;13;5;67;seconds;67;seconds;2,01
+27745858892;14 07 2025 01:37;10;1;272;MBs;272;MBs;43,52
+27739228461;17 07 2025 04:15;19;1;178;MBs;178;MBs;32,04
+27746205845;17 07 2025 01:39;31;5;297;seconds;297;seconds;11,88
+27703678152;14 07 2025 02:41;9;5;175;seconds;175;seconds;8,75
+27704552601;15 07 2025 19:21;11;8;225;seconds;225;seconds;45
+27775593486;16 07 2025 06:14;17;5;238;seconds;238;seconds;7,14
+27706908401;14 07 2025 12:16;11;2;19;MBs;19;MBs;5,7
+27792348065;14 07 2025 11:08;27;5;162;seconds;162;seconds;8,1
+27725463719;18 07 2025 07:22;20;8;70;seconds;70;seconds;13,3
+27740407777;18 07 2025 10:02;20;5;131;seconds;131;seconds;7,86
+27706908401;14 07 2025 04:07;25;1;190;MBs;190;MBs;19
+27710091970;18 07 2025 20:23;35;1;239;MBs;239;MBs;35,85
+27764351821;14 07 2025 22:20;16;8;236;seconds;236;seconds;28,32
+27708030287;15 07 2025 02:45;19;1;285;MBs;285;MBs;51,3
+27776010419;14 07 2025 18:25;23;1;145;MBs;145;MBs;17,4
+27714271871;19 07 2025 02:48;6;5;268;seconds;268;seconds;10,72
+27777008770;15 07 2025 04:03;10;9;118;SMSs;118;SMSs;70,8
+27775957924;17 07 2025 16:13;10;5;260;seconds;260;seconds;7,8
+27734011187;16 07 2025 21:30;30;1;165;MBs;165;MBs;26,4
+27789209708;17 07 2025 23:35;12;8;202;seconds;202;seconds;36,36
+27706908401;18 07 2025 21:24;11;8;50;seconds;50;seconds;9
+27767973262;19 07 2025 07:29;10;5;193;seconds;193;seconds;5,79
+27709654582;18 07 2025 08:13;31;4;95;seconds;2;minutes;1,82
+27702126483;19 07 2025 13:49;35;5;159;seconds;159;seconds;7,95
+27748419705;18 07 2025 08:39;20;8;260;seconds;260;seconds;44,2
+27750383551;19 07 2025 23:23;33;7;157;seconds;3;minutes;2,22
+27702088773;15 07 2025 11:20;14;8;86;seconds;86;seconds;13,76
+27756759873;17 07 2025 13:17;20;5;230;seconds;230;seconds;11,5
+27744146237;16 07 2025 04:04;19;3;1;seconds;1;minutes;0,91
+27721340588;15 07 2025 23:05;19;1;1;MBs;1;MBs;0,12
+27757073185;16 07 2025 08:51;12;8;96;seconds;96;seconds;19,2
+27780348072;14 07 2025 23:29;33;8;78;seconds;78;seconds;10,14
+27782940238;14 07 2025 20:14;9;2;141;MBs;141;MBs;49,35
+27783581201;19 07 2025 04:47;22;1;11;MBs;11;MBs;1,43
+27725138892;18 07 2025 23:55;21;6;296;SMSs;296;SMSs;174,64
+27770945460;17 07 2025 00:45;19;5;258;seconds;258;seconds;7,74
+27746984621;19 07 2025 07:04;33;8;55;seconds;55;seconds;6,6
+27705989494;18 07 2025 01:28;23;5;276;seconds;276;seconds;11,04
+27757293964;15 07 2025 20:38;10;5;110;seconds;110;seconds;5,5
+27778478997;15 07 2025 20:16;10;5;163;seconds;163;seconds;4,89
+27709138730;15 07 2025 19:24;11;8;21;seconds;21;seconds;3,15
+27726606265;18 07 2025 23:39;7;5;291;seconds;291;seconds;8,73
+27742020320;18 07 2025 07:15;8;7;289;seconds;5;minutes;5,1
+27745481138;18 07 2025 00:17;2;5;180;seconds;180;seconds;3,6
+27763735255;18 07 2025 11:03;11;1;257;MBs;257;MBs;33,41
+27791549028;18 07 2025 00:06;11;1;297;MBs;297;MBs;26,73
+27764351821;15 07 2025 18:52;6;8;115;seconds;115;seconds;17,25
+27704702209;16 07 2025 02:27;11;5;68;seconds;68;seconds;3,4
+27711572067;18 07 2025 22:12;22;7;55;seconds;1;minutes;0,97
+27744146237;17 07 2025 07:48;21;5;36;seconds;36;seconds;1,8
+27776715116;17 07 2025 04:48;9;8;12;seconds;12;seconds;2,16
+27734401930;18 07 2025 11:28;11;5;116;seconds;116;seconds;4,64
+27767973262;19 07 2025 01:04;8;5;174;seconds;174;seconds;6,96
+27732577687;16 07 2025 08:44;27;6;222;SMSs;222;SMSs;137,64
+27759277187;15 07 2025 08:48;17;5;10;seconds;10;seconds;0,2
+27718061525;14 07 2025 02:19;33;8;145;seconds;145;seconds;24,65
+27754088048;15 07 2025 03:11;7;8;97;seconds;97;seconds;10,67
+27778724103;15 07 2025 02:37;11;5;160;seconds;160;seconds;8
+27761704638;16 07 2025 15:56;33;5;235;seconds;235;seconds;4,7
+27717286902;15 07 2025 00:49;8;5;170;seconds;170;seconds;3,4
+27704702209;17 07 2025 02:20;11;5;68;seconds;68;seconds;3,4
+27721340588;19 07 2025 13:32;21;5;17;seconds;17;seconds;0,51
+27776874455;19 07 2025 03:55;13;3;136;seconds;3;minutes;2,82
+27750711986;16 07 2025 21:45;11;4;134;seconds;3;minutes;2,7
+27775448067;14 07 2025 10:43;33;4;7;seconds;1;minutes;0,81
+27723484978;17 07 2025 11:35;33;8;240;seconds;240;seconds;45,6
+27786674547;17 07 2025 17:54;26;8;235;seconds;235;seconds;28,2
+27711214656;14 07 2025 09:22;25;1;168;MBs;168;MBs;25,2
+27755026696;16 07 2025 06:12;33;5;299;seconds;299;seconds;17,94
+27711312486;16 07 2025 10:51;3;5;163;seconds;163;seconds;4,89
+27749951541;18 07 2025 11:53;13;4;109;seconds;2;minutes;1,5
+27749852120;16 07 2025 13:35;14;6;110;SMSs;110;SMSs;69,3
+27789810620;19 07 2025 13:59;23;5;112;seconds;112;seconds;4,48
+27726606265;16 07 2025 11:30;7;1;9;MBs;9;MBs;0,72
+27792624290;17 07 2025 14:30;4;1;186;MBs;186;MBs;29,76
+27758098548;19 07 2025 11:03;27;8;224;seconds;224;seconds;35,84
+27763355406;16 07 2025 12:53;2;3;246;seconds;5;minutes;4,75
+27790328958;16 07 2025 12:14;11;1;118;MBs;118;MBs;11,8
+27789810620;16 07 2025 14:38;14;1;297;MBs;297;MBs;53,46
+27739579306;19 07 2025 19:09;16;5;227;seconds;227;seconds;6,81
+27797256727;17 07 2025 06:45;19;1;259;MBs;259;MBs;44,03
+27743941564;16 07 2025 23:58;19;5;107;seconds;107;seconds;5,35
+27797256727;15 07 2025 09:55;19;5;265;seconds;265;seconds;13,25
+27711312486;17 07 2025 05:03;2;1;165;MBs;165;MBs;33
+27787356407;17 07 2025 02:29;18;8;109;seconds;109;seconds;11,99
+27715586306;15 07 2025 03:45;33;1;188;MBs;188;MBs;16,92
+27741042905;16 07 2025 18:11;33;5;161;seconds;161;seconds;9,66
+27756759873;18 07 2025 12:02;26;8;251;seconds;251;seconds;35,14
+27704753382;18 07 2025 18:57;2;4;75;seconds;2;minutes;1,32
+27760905385;16 07 2025 07:24;19;5;256;seconds;256;seconds;12,8
+27796509072;18 07 2025 14:45;4;1;36;MBs;36;MBs;5,04
+27781102199;18 07 2025 08:25;11;9;190;SMSs;190;SMSs;127,3
+27759434978;18 07 2025 08:38;26;8;235;seconds;235;seconds;35,25
+27707347477;18 07 2025 00:24;2;7;250;seconds;5;minutes;4,9
+27763355406;18 07 2025 15:11;2;5;97;seconds;97;seconds;3,88
+27700498064;17 07 2025 16:45;33;4;142;seconds;3;minutes;1,8
+27769031933;15 07 2025 13:58;12;1;40;MBs;40;MBs;3,2
+27799698904;16 07 2025 01:37;14;4;106;seconds;2;minutes;1,62
+27796664125;16 07 2025 21:04;8;5;192;seconds;192;seconds;5,76
+27707724345;19 07 2025 03:32;21;1;295;MBs;295;MBs;53,1
+27714005115;14 07 2025 05:00;26;4;299;seconds;5;minutes;2,4
+27782686315;16 07 2025 07:00;23;5;3;seconds;3;seconds;0,12
+27702088773;16 07 2025 00:30;14;5;23;seconds;23;seconds;1,15
+27769640012;16 07 2025 18:59;2;1;79;MBs;79;MBs;8,69
+27780470523;18 07 2025 12:47;19;6;84;SMSs;84;SMSs;54,6
+27777008770;16 07 2025 09:08;10;1;205;MBs;205;MBs;34,85
+27784301965;18 07 2025 15:40;15;1;293;MBs;293;MBs;55,67
+27786674547;18 07 2025 14:19;8;1;3;MBs;3;MBs;0,57
+27713173581;15 07 2025 18:42;10;1;86;MBs;86;MBs;7,74
+27746205845;15 07 2025 11:13;9;5;247;seconds;247;seconds;7,41
+27704552601;19 07 2025 21:03;28;7;231;seconds;4;minutes;4,04
+27742020320;17 07 2025 00:55;10;5;291;seconds;291;seconds;5,82
+27746721111;16 07 2025 13:30;16;1;79;MBs;79;MBs;10,27
+27702796440;19 07 2025 01:50;21;5;197;seconds;197;seconds;5,91
+27734810654;18 07 2025 12:29;27;1;197;MBs;197;MBs;31,52
+27771920365;19 07 2025 14:59;1;5;83;seconds;83;seconds;2,49
+27780470523;18 07 2025 10:31;19;1;260;MBs;260;MBs;26
+27718448667;19 07 2025 12:49;19;5;173;seconds;173;seconds;10,38
+27736463373;19 07 2025 09:31;20;5;176;seconds;176;seconds;7,04
+27755709632;19 07 2025 10:42;30;1;279;MBs;279;MBs;44,64
+27719396045;18 07 2025 17:09;15;3;169;seconds;3;minutes;1,95
+27770953276;19 07 2025 04:17;18;1;246;MBs;246;MBs;46,74
+27703678152;15 07 2025 18:40;9;1;7;MBs;7;MBs;0,7
+27719396045;16 07 2025 10:36;30;3;190;seconds;4;minutes;3,64
+27703320064;16 07 2025 21:12;3;2;17;MBs;17;MBs;6,12
+27732183258;15 07 2025 17:33;11;1;282;MBs;282;MBs;50,76
+27703027009;15 07 2025 21:49;33;5;262;seconds;262;seconds;13,1
+27724545371;15 07 2025 18:02;2;1;145;MBs;145;MBs;27,55
+27759967153;16 07 2025 13:46;10;1;178;MBs;178;MBs;24,92
+27790022877;18 07 2025 19:36;17;2;233;MBs;233;MBs;67,57
+27760905385;14 07 2025 11:16;19;5;225;seconds;225;seconds;6,75
+27781238778;16 07 2025 18:41;4;5;203;seconds;203;seconds;6,09
+27732960859;16 07 2025 04:24;33;5;279;seconds;279;seconds;13,95
+27761704638;15 07 2025 03:42;33;3;36;seconds;1;minutes;0,74
+27761935085;18 07 2025 10:42;11;9;238;SMSs;238;SMSs;152,32
+27718061525;15 07 2025 22:44;33;3;224;seconds;4;minutes;4,04
+27758622777;19 07 2025 13:48;13;5;265;seconds;265;seconds;13,25
+27766307074;14 07 2025 09:43;24;1;249;MBs;249;MBs;27,39
+27733191788;14 07 2025 03:43;15;3;201;seconds;4;minutes;4,24
+27700594567;18 07 2025 21:45;10;5;97;seconds;97;seconds;5,82
+27798062959;17 07 2025 18:58;27;8;251;seconds;251;seconds;42,67
+27792348065;15 07 2025 14:31;11;8;182;seconds;182;seconds;36,4
+27767399287;15 07 2025 15:43;27;9;210;SMSs;210;SMSs;132,3
+27704131178;14 07 2025 15:48;33;1;112;MBs;112;MBs;14,56
+27753154430;19 07 2025 09:19;14;1;203;MBs;203;MBs;26,39
+27711572067;16 07 2025 21:46;27;4;131;seconds;3;minutes;1,47
+27782561720;17 07 2025 10:31;33;1;29;MBs;29;MBs;3,77
+27710091970;14 07 2025 07:49;35;1;13;MBs;13;MBs;2,47
+27736988792;17 07 2025 23:44;18;5;166;seconds;166;seconds;8,3
+27790892604;16 07 2025 11:49;4;8;71;seconds;71;seconds;10,65
+27752176619;14 07 2025 01:28;21;5;96;seconds;96;seconds;3,84
+27761477359;19 07 2025 00:26;15;5;156;seconds;156;seconds;6,24
+27710091970;17 07 2025 08:46;12;1;44;MBs;44;MBs;8,36
+27745481138;16 07 2025 02:25;15;8;123;seconds;123;seconds;14,76
+27734512854;15 07 2025 04:38;30;5;38;seconds;38;seconds;1,14
+27787961134;15 07 2025 23:46;18;7;200;seconds;4;minutes;2,72
+27755026696;14 07 2025 14:38;33;8;264;seconds;264;seconds;36,96
+27775270396;19 07 2025 05:12;14;8;106;seconds;106;seconds;18,02
+27713173581;14 07 2025 20:01;8;1;207;MBs;207;MBs;28,98
+27790900159;18 07 2025 13:46;33;5;206;seconds;206;seconds;10,3
+27723484978;19 07 2025 15:05;33;5;61;seconds;61;seconds;2,44
+27771918275;18 07 2025 12:48;19;5;123;seconds;123;seconds;4,92
+27730210420;14 07 2025 09:05;11;2;8;MBs;8;MBs;2,48
+27753154430;19 07 2025 10:28;12;3;25;seconds;1;minutes;1,03
+27777782468;14 07 2025 12:40;8;1;187;MBs;187;MBs;22,44
+27705989494;16 07 2025 23:33;14;3;205;seconds;4;minutes;3,4
+27771920365;14 07 2025 23:14;1;5;128;seconds;128;seconds;7,68
+27749951541;14 07 2025 04:51;11;1;151;MBs;151;MBs;27,18
+27725463719;18 07 2025 21:34;19;1;63;MBs;63;MBs;5,04
+27701302724;18 07 2025 22:30;11;4;210;seconds;4;minutes;3,2
+27714247268;16 07 2025 20:48;34;1;297;MBs;297;MBs;32,67
+27724493478;16 07 2025 22:28;11;1;27;MBs;27;MBs;3,51
+27786740905;18 07 2025 14:06;35;6;180;SMSs;180;SMSs;106,2
+27789793342;15 07 2025 11:37;21;5;232;seconds;232;seconds;6,96
+27703027009;15 07 2025 11:56;33;1;256;MBs;256;MBs;28,16
+27719729993;16 07 2025 15:26;11;1;177;MBs;177;MBs;30,09
+27775640687;19 07 2025 19:22;2;1;46;MBs;46;MBs;4,6
+27760905385;16 07 2025 07:08;19;1;288;MBs;288;MBs;28,8
+27708162164;14 07 2025 06:13;2;1;57;MBs;57;MBs;7,98
+27795246915;19 07 2025 13:15;14;5;116;seconds;116;seconds;3,48
+27725138892;15 07 2025 09:50;19;1;77;MBs;77;MBs;13,86
+27732301840;18 07 2025 11:15;6;1;15;MBs;15;MBs;1,65
+27716808757;15 07 2025 07:43;30;5;86;seconds;86;seconds;3,44
+27776745900;15 07 2025 21:05;19;2;58;MBs;58;MBs;17,98
+27708208823;15 07 2025 18:18;33;1;63;MBs;63;MBs;11,97
+27733195138;18 07 2025 15:17;20;8;122;seconds;122;seconds;21,96
+27724778385;18 07 2025 17:18;11;8;90;seconds;90;seconds;11,7
+27707724345;19 07 2025 19:11;19;1;126;MBs;126;MBs;15,12
+27796509072;19 07 2025 06:14;5;8;5;seconds;5;seconds;0,85
+27764031374;16 07 2025 16:26;10;1;210;MBs;210;MBs;39,9
+27759967153;14 07 2025 06:14;25;8;159;seconds;159;seconds;23,85
+27746984621;17 07 2025 02:52;33;1;216;MBs;216;MBs;34,56
+27704465602;15 07 2025 18:32;14;1;66;MBs;66;MBs;11,22
+27747753873;15 07 2025 09:33;25;1;181;MBs;181;MBs;36,2
+27718136627;19 07 2025 11:23;10;8;106;seconds;106;seconds;16,96
+27769031933;19 07 2025 20:08;13;8;240;seconds;240;seconds;31,2
+27740837531;15 07 2025 10:12;21;8;253;seconds;253;seconds;27,83
+27745858892;15 07 2025 04:06;10;1;75;MBs;75;MBs;15
+27789793342;15 07 2025 07:16;21;8;180;seconds;180;seconds;30,6
+27721340588;15 07 2025 14:56;19;1;136;MBs;136;MBs;24,48
+27744036820;17 07 2025 21:46;28;8;90;seconds;90;seconds;9,9
+27720593040;15 07 2025 10:33;11;5;161;seconds;161;seconds;9,66
+27732183258;15 07 2025 05:02;30;5;296;seconds;296;seconds;17,76
+27758098548;16 07 2025 19:04;25;8;87;seconds;87;seconds;9,57
+27796004479;15 07 2025 16:48;24;1;49;MBs;49;MBs;5,39
+27734810654;16 07 2025 13:38;27;7;26;seconds;1;minutes;0,71
+27775270396;16 07 2025 00:30;14;8;251;seconds;251;seconds;42,67
+27749852120;18 07 2025 04:43;14;9;66;SMSs;66;SMSs;46,2
+27757073185;16 07 2025 08:13;18;5;169;seconds;169;seconds;6,76
+27786674547;19 07 2025 09:08;10;1;84;MBs;84;MBs;10,92
+27767399287;18 07 2025 05:49;17;1;10;MBs;10;MBs;1,7
+27749951541;18 07 2025 03:19;11;5;269;seconds;269;seconds;16,14
+27775270396;17 07 2025 12:21;18;8;54;seconds;54;seconds;7,56
+27747009358;18 07 2025 20:22;35;8;16;seconds;16;seconds;2,72
+27740678513;19 07 2025 04:01;11;5;99;seconds;99;seconds;1,98
+27702796440;16 07 2025 19:23;22;2;222;MBs;222;MBs;55,5
+27713173581;17 07 2025 16:17;10;1;160;MBs;160;MBs;17,6
+27733195138;19 07 2025 02:42;20;1;32;MBs;32;MBs;5,76
+27770953276;15 07 2025 23:11;18;8;243;seconds;243;seconds;26,73
+27776874455;16 07 2025 16:46;12;2;224;MBs;224;MBs;80,64
+27724778385;16 07 2025 06:14;11;8;177;seconds;177;seconds;35,4
+27729733969;16 07 2025 16:12;11;7;168;seconds;3;minutes;2,55
+27758098548;16 07 2025 20:40;27;1;74;MBs;74;MBs;14,06
+27740348711;19 07 2025 15:20;19;8;234;seconds;234;seconds;39,78
+27771918275;19 07 2025 01:20;22;5;173;seconds;173;seconds;5,19
+27719729993;14 07 2025 04:23;11;1;92;MBs;92;MBs;17,48
+27756114668;15 07 2025 03:08;1;7;1;seconds;1;minutes;0,77
+27750711986;15 07 2025 01:50;11;5;154;seconds;154;seconds;6,16
+27798062959;16 07 2025 06:23;27;1;135;MBs;135;MBs;25,65
+27782940238;17 07 2025 11:35;28;8;52;seconds;52;seconds;8,32
+27788798367;14 07 2025 22:33;33;5;288;seconds;288;seconds;8,64
+27752176619;17 07 2025 02:49;20;6;141;SMSs;141;SMSs;86,01
+27701422836;16 07 2025 19:49;13;5;173;seconds;173;seconds;3,46
+27779234888;19 07 2025 09:44;19;5;234;seconds;234;seconds;11,7
+27760632550;14 07 2025 17:11;11;5;82;seconds;82;seconds;4,92
+27725138892;18 07 2025 16:11;19;4;194;seconds;4;minutes;2,96
+27748057905;18 07 2025 06:05;17;5;72;seconds;72;seconds;2,88
+27733191788;19 07 2025 01:26;15;5;121;seconds;121;seconds;6,05
+27788451269;14 07 2025 01:35;11;5;188;seconds;188;seconds;3,76
+27752176619;19 07 2025 03:50;21;3;118;seconds;2;minutes;1,32
+27743417384;17 07 2025 18:09;19;1;122;MBs;122;MBs;14,64
+27755026696;16 07 2025 02:07;35;1;135;MBs;135;MBs;25,65
+27709654582;15 07 2025 23:01;6;5;170;seconds;170;seconds;8,5
+27704131178;19 07 2025 06:47;33;6;278;SMSs;278;SMSs;177,92
+27700408017;16 07 2025 14:32;2;8;108;seconds;108;seconds;14,04
+27775025294;15 07 2025 15:58;19;5;113;seconds;113;seconds;6,78
+27726147995;17 07 2025 09:41;19;5;104;seconds;104;seconds;5,2
+27776010419;19 07 2025 07:55;10;2;246;MBs;246;MBs;66,42
+27736732237;19 07 2025 17:35;21;2;276;MBs;276;MBs;69
+27736463373;15 07 2025 11:56;21;5;14;seconds;14;seconds;0,84
+27710816964;19 07 2025 05:41;7;8;82;seconds;82;seconds;12,3
+27714185136;14 07 2025 04:25;33;1;126;MBs;126;MBs;11,34
+27775025294;14 07 2025 16:48;19;1;255;MBs;255;MBs;25,5
+27789810620;16 07 2025 10:47;8;8;254;seconds;254;seconds;48,26
+27768138021;16 07 2025 08:36;9;5;32;seconds;32;seconds;1,6
+27737674304;18 07 2025 05:49;29;7;253;seconds;5;minutes;5,55
+27734762586;16 07 2025 11:49;21;7;285;seconds;5;minutes;4,35
+27732045020;14 07 2025 05:42;7;1;110;MBs;110;MBs;17,6
+27783581201;16 07 2025 18:40;19;5;148;seconds;148;seconds;4,44
+27774163254;16 07 2025 10:34;1;2;113;MBs;113;MBs;24,86
+27759434978;18 07 2025 07:43;14;8;185;seconds;185;seconds;27,75
+27741797104;14 07 2025 22:21;20;1;183;MBs;183;MBs;29,28
+27733191788;18 07 2025 17:27;15;5;172;seconds;172;seconds;5,16
+27729603611;14 07 2025 00:19;33;8;230;seconds;230;seconds;34,5
+27733195138;15 07 2025 19:52;20;3;65;seconds;2;minutes;1,7
+27790022877;19 07 2025 10:09;17;1;157;MBs;157;MBs;26,69
+27757311186;14 07 2025 01:31;35;1;182;MBs;182;MBs;29,12
+27713677185;14 07 2025 08:34;23;1;186;MBs;186;MBs;33,48
+27771918275;19 07 2025 00:47;19;5;168;seconds;168;seconds;3,36
+27778478997;15 07 2025 06:03;10;5;190;seconds;190;seconds;5,7
+27706833765;16 07 2025 04:32;25;1;238;MBs;238;MBs;23,8
+27714005115;14 07 2025 00:53;1;8;172;seconds;172;seconds;25,8
+27797256727;16 07 2025 12:35;19;8;27;seconds;27;seconds;4,86
+27752176619;14 07 2025 21:30;19;2;23;MBs;23;MBs;7,59
+27767632849;15 07 2025 00:04;8;5;162;seconds;162;seconds;6,48
+27708162164;16 07 2025 19:21;2;1;151;MBs;151;MBs;15,1
+27747009358;19 07 2025 17:37;33;1;101;MBs;101;MBs;17,17
+27732960859;15 07 2025 04:32;6;1;200;MBs;200;MBs;22
+27775593486;19 07 2025 19:43;17;8;78;seconds;78;seconds;12,48
+27726176224;16 07 2025 13:30;27;6;13;SMSs;13;SMSs;8,19
+27733191788;17 07 2025 02:38;14;4;271;seconds;5;minutes;3,7
+27704753382;18 07 2025 05:08;2;5;270;seconds;270;seconds;8,1
+27768158896;14 07 2025 23:30;33;7;126;seconds;3;minutes;2,91
+27722330476;18 07 2025 16:20;12;4;67;seconds;2;minutes;1,34
+27701525711;14 07 2025 10:52;7;3;236;seconds;4;minutes;5
+27757293964;14 07 2025 01:54;10;5;36;seconds;36;seconds;1,44
+27756114668;19 07 2025 23:00;1;5;6;seconds;6;seconds;0,24
+27770945460;18 07 2025 01:35;21;1;233;MBs;233;MBs;25,63
+27705295490;14 07 2025 12:58;17;3;262;seconds;5;minutes;3,2
+27706833765;16 07 2025 08:57;25;5;100;seconds;100;seconds;2
+27766307074;14 07 2025 16:50;33;8;174;seconds;174;seconds;17,4
+27705723746;17 07 2025 09:35;15;8;140;seconds;140;seconds;16,8
+27718983643;14 07 2025 23:59;20;1;112;MBs;112;MBs;17,92
+27776715116;15 07 2025 05:33;1;1;247;MBs;247;MBs;32,11
+27704702209;15 07 2025 01:50;11;1;254;MBs;254;MBs;30,48
+27792273093;18 07 2025 11:14;15;5;267;seconds;267;seconds;10,68
+27712305098;16 07 2025 03:26;4;3;177;seconds;3;minutes;2,97
+27756759873;17 07 2025 07:24;20;4;176;seconds;3;minutes;1,86
+27701302724;19 07 2025 23:44;13;7;242;seconds;5;minutes;4,6
+27739126870;14 07 2025 03:53;18;1;166;MBs;166;MBs;31,54
+27758901102;14 07 2025 15:15;13;1;32;MBs;32;MBs;4,48
+27704753382;17 07 2025 06:05;2;5;47;seconds;47;seconds;1,41
+27788798367;19 07 2025 13:42;35;8;73;seconds;73;seconds;13,14
+27729675831;18 07 2025 00:47;18;5;87;seconds;87;seconds;4,35
+27747009358;18 07 2025 17:14;33;5;282;seconds;282;seconds;8,46
+27790250774;16 07 2025 03:33;1;8;276;seconds;276;seconds;44,16
+27714185136;19 07 2025 10:03;33;8;220;seconds;220;seconds;24,2
+27767843485;16 07 2025 06:46;28;8;93;seconds;93;seconds;17,67
+27790900159;15 07 2025 17:04;33;1;209;MBs;209;MBs;20,9
+27785690836;18 07 2025 08:09;10;7;231;seconds;4;minutes;4,24
+27729619869;14 07 2025 23:37;19;3;234;seconds;4;minutes;4,24
+27756759873;14 07 2025 05:43;13;5;131;seconds;131;seconds;6,55
+27736988792;19 07 2025 11:01;18;5;73;seconds;73;seconds;2,92
+27718061525;19 07 2025 06:19;33;5;168;seconds;168;seconds;8,4
+27790022877;17 07 2025 09:42;17;7;212;seconds;4;minutes;3
+27740348711;17 07 2025 06:50;19;5;158;seconds;158;seconds;6,32
+27771177580;15 07 2025 09:26;16;5;38;seconds;38;seconds;2,28
+27719961318;14 07 2025 11:57;10;3;34;seconds;1;minutes;1,04
+27780348072;17 07 2025 02:59;33;8;276;seconds;276;seconds;46,92
+27736548736;14 07 2025 01:51;14;5;189;seconds;189;seconds;3,78
+27761935085;16 07 2025 09:42;13;5;158;seconds;158;seconds;3,16
+27766354480;18 07 2025 20:21;12;5;285;seconds;285;seconds;8,55
+27722747624;16 07 2025 09:21;16;4;18;seconds;1;minutes;0,74
+27706833765;14 07 2025 08:23;27;8;103;seconds;103;seconds;18,54
+27709654582;18 07 2025 03:21;31;2;98;MBs;98;MBs;23,52
+27776745900;16 07 2025 21:42;19;8;165;seconds;165;seconds;26,4
+27719729993;17 07 2025 02:40;6;5;39;seconds;39;seconds;1,95
+27766591547;14 07 2025 12:17;22;1;102;MBs;102;MBs;14,28
+27709654582;19 07 2025 19:16;4;1;240;MBs;240;MBs;38,4
+27733128243;16 07 2025 22:10;17;5;164;seconds;164;seconds;6,56
+27765054595;14 07 2025 22:34;10;1;165;MBs;165;MBs;13,2
+27738452446;15 07 2025 10:54;14;8;235;seconds;235;seconds;42,3
+27710816964;17 07 2025 17:05;7;4;202;seconds;4;minutes;2,92
+27774163254;16 07 2025 02:11;33;5;137;seconds;137;seconds;5,48
+27767632849;19 07 2025 10:05;8;4;294;seconds;5;minutes;4,8
+27738718563;18 07 2025 09:14;33;5;278;seconds;278;seconds;13,9
+27782686315;14 07 2025 22:46;23;8;21;seconds;21;seconds;3,36
+27796004479;19 07 2025 16:55;26;1;269;MBs;269;MBs;37,66
+27775640687;19 07 2025 19:30;2;8;188;seconds;188;seconds;20,68
+27787356407;14 07 2025 05:02;18;5;299;seconds;299;seconds;11,96
+27741042905;16 07 2025 06:30;35;9;125;SMSs;125;SMSs;82,5
+27756114668;16 07 2025 02:15;17;1;265;MBs;265;MBs;45,05
+27706833765;18 07 2025 19:06;23;1;54;MBs;54;MBs;10,26
+27753625790;14 07 2025 22:00;9;1;191;MBs;191;MBs;21,01
+27700536653;15 07 2025 23:52;6;5;39;seconds;39;seconds;1,95
+27717286902;19 07 2025 01:52;5;5;215;seconds;215;seconds;8,6
+27777937454;18 07 2025 01:04;19;5;42;seconds;42;seconds;2,1
+27780056550;15 07 2025 15:06;10;1;203;MBs;203;MBs;30,45
+27713677185;15 07 2025 01:06;23;8;53;seconds;53;seconds;10,07
+27744146237;17 07 2025 20:24;22;4;8;seconds;1;minutes;0,77
+27743417384;14 07 2025 22:09;20;2;32;MBs;32;MBs;8,96
+27708030287;16 07 2025 06:54;21;1;272;MBs;272;MBs;24,48
+27702970958;15 07 2025 23:31;18;1;114;MBs;114;MBs;14,82
+27770953276;14 07 2025 08:07;17;7;41;seconds;1;minutes;1,05
+27735515302;17 07 2025 23:42;30;2;42;MBs;42;MBs;11,76
+27707848987;17 07 2025 08:43;21;5;168;seconds;168;seconds;5,04
+27778724103;19 07 2025 08:06;12;1;242;MBs;242;MBs;38,72
+27726606265;18 07 2025 12:28;7;1;223;MBs;223;MBs;44,6
+27749951541;14 07 2025 15:24;11;5;213;seconds;213;seconds;6,39
+27771192228;18 07 2025 07:46;33;5;245;seconds;245;seconds;7,35
+27756849299;16 07 2025 21:54;4;5;155;seconds;155;seconds;7,75
+27758901102;15 07 2025 06:20;11;1;170;MBs;170;MBs;28,9
